,name,platform,original_price(€),discounted_price(€),discount(%),release_date,users_rating,category,extraction_date
490,Grand Theft Auto Online: Bull Shark Cash Card,Rockstar,7,5.17,31,14 abril 2015,87 /100,DLC,10 abril 2019
491,Total War: Warhammer Chaos Warriors,Steam,7,4.91,34,24 mayo 2016,? /100,DLC,10 abril 2019
492,Call of Duty: Advanced Warfare,Steam,60,4.93,92, 4 noviembre 2014,74 /100,GAME,10 abril 2019
493,Alien: Isolation,Steam,37,5.54,85, 7 octubre 2014,87 /100,GAME,10 abril 2019
494,Titan Quest Anniversary Edition,Steam,20,3.72,81,31 agosto 2016,83 /100,GAME,10 abril 2019
495,Total War: Warhammer - Call of the Beastmen,Steam,17,10.27,41,28 julio 2016,73 /100,DLC,10 abril 2019
496,Wolfenstein: The Old Blood,Steam,20,3.66,82, 4 mayo 2015,87 /100,GAME,10 abril 2019
497,Lego Star Wars: The Complete Saga,Steam,17,6.90,59,12 noviembre 2009,88 /100,GAME,10 abril 2019
498,Ashes of the Singularity: Escalation,Steam,25,1.34,95,10 noviembre 2016,? /100,GAME,10 abril 2019
499,Imperator: Rome,Steam,40,33.87,15,25 abril 2019,? /100,GAME,10 abril 2019
500,Shadow of the Tomb Raider Croft Edition,Steam,89,35.98,60,12 septiembre 2018,90 /100,GAME,10 abril 2019
501,Rage 2 (Europe),Official Website,55,36.89,33,14 mayo 2019,? /100,GAME,10 abril 2019
502,Minecraft Xbox ONE,Xbox,24,13.89,42,19 noviembre 2011,89 /100,GAME,10 abril 2019
503,Star Wars: Battlefront,Origin,60,4.09,93,19 noviembre 2015,76 /100,GAME,10 abril 2019
504,Total War Warhammer Dark Gods Edition (Europe),Steam,30,12.23,59,27 septiembre 2018,10 /100,GAME,10 abril 2019
505,Ancestors Legacy,Steam,30,7.28,76,22 mayo 2018,86 /100,GAME,10 abril 2019
506,Company of Heroes 2,Steam,20,3.49,83,25 junio 2013,87 /100,GAME,10 abril 2019
507,Planet Coaster,Steam,38,19.02,50,30 mayo 2017,88 /100,GAME,10 abril 2019
508,PlayStation Network Card 30€ (España) (ES),Playstation,30,27.25,9,N/A,96 /100,GAME,10 abril 2019
509,Soulcalibur VI,Steam,60,23.01,62,19 octubre 2018,87 /100,GAME,10 abril 2019
510,Star Wars: Battlefront 2 Xbox ONE,Xbox,25,12.99,48,17 noviembre 2017,70 /100,GAME,10 abril 2019
511,Worms Clan Wars,Steam,23,1.57,93,15 agosto 2013,82 /100,GAME,10 abril 2019
512,Magicka 2,Steam,15,2.56,83,26 mayo 2015,86 /100,GAME,10 abril 2019
513,Crusader Kings II: Conclave,Steam,15,5.36,64, 2 febrero 2016,? /100,DLC,10 abril 2019
514,Need for Speed: Hot Pursuit (Europe),Origin,15,2.84,81,16 octubre 2010,83 /100,GAME,10 abril 2019
515,Jump Force Xbox ONE,Xbox,70,49.99,29,15 febrero 2019,68 /100,GAME,10 abril 2019
516,Conan Exiles - The Imperial East Pack,Steam,10,7.08,29,22 junio 2018,? /100,DLC,10 abril 2019
517,Fallout 3,Steam,10,1.99,80,28 octubre 2008,86 /100,GAME,10 abril 2019
518,Dead Space 3,Origin,10,8.99,10, 8 febrero 2013,88 /100,GAME,10 abril 2019
519,One Piece World Seeker,Steam,50,34.98,30,15 marzo 2019,63 /100,GAME,10 abril 2019
520,Rocket League - Vulcan,Steam,2,1.82,9, 7 diciembre 2016,93 /100,DLC,10 abril 2019
521,Dishonored (Europe),Steam,10,3.29,67, 9 octubre 2012,91 /100,GAME,10 abril 2019
522,PlayStation Plus - Suscripción 90 días (España) (ES),Playstation,25,20.99,16,N/A,98 /100,GAME,10 abril 2019
523,Darksiders 3,Steam,60,25.45,58,27 noviembre 2018,79 /100,GAME,10 abril 2019
524,Dungeons III (Europe),Steam,45,4.39,90,13 octubre 2017,86 /100,GAME,10 abril 2019
525,Lego Worlds,Steam,30,4.71,84, 7 marzo 2017,81 /100,GAME,10 abril 2019
526,Final Fantasy XIV: Stormblood (Europe),Official Website,35,18.27,48,20 junio 2017,84 /100,DLC,10 abril 2019
527,The Sims 3: High end Loft Stuff (Europe),Official Website,15,2.48,83, 5 febrero 2010,80 /100,DLC,10 abril 2019
528,Dragon's Dogma: Dark Arisen (Europe),Steam,30,5.58,81,15 enero 2016,84 /100,GAME,10 abril 2019
529,Middle-Earth: Shadow of Mordor GOTY,Steam,20,6.04,70,30 septiembre 2014,88 /100,GAME,10 abril 2019
530,Spec Ops: The Line (Europe),Steam,20,1.01,95,29 junio 2012,82 /100,GAME,10 abril 2019
531,Cultist Simulator,Steam,20,2.29,89,31 mayo 2018,? /100,GAME,10 abril 2019
532,The Elder Scrolls Online - Elsweyr Collector's Edition,Official Website,79,49.98,37, 4 junio 2019,? /100,GAME,10 abril 2019
533,Battlefield 3,Origin,20,5.95,70,27 octubre 2011,90 /100,GAME,10 abril 2019
534,Far Cry Primal: Legend of the Mammoth,Uplay,,1.89,/,29 febrero 2016,? /100,DLC,10 abril 2019
535,F1 2017,Steam,55,6.77,88,25 agosto 2017,91 /100,GAME,10 abril 2019
536,Crusader Kings II: Monks and Mystics,Steam,15,6.89,54, 7 marzo 2017,90 /100,DLC,10 abril 2019
537,Grand Theft Auto Online: Whale Shark Cash Card Xbox ONE,Xbox,38,29.99,21,14 abril 2015,95 /100,DLC,10 abril 2019
538,Might & Magic: Heroes III (HD Edition),Steam,15,7.49,50,29 enero 2015,86 /100,GAME,10 abril 2019
539,Grand Theft Auto: The Trilogy,Steam,10,6.89,31, 7 enero 2011,100 /100,GAME,10 abril 2019
540,Rocksmith 2014 Remastered,Steam,30,9.54,68, 4 octubre 2016,87 /100,GAME,10 abril 2019
541,Total War: Warhammer - Grim and the Grave,Steam,7,5.00,33, 1 septiembre 2016,90 /100,DLC,10 abril 2019
542,Dying Light: The Following,Steam,20,6.55,67, 9 febrero 2016,88 /100,DLC,10 abril 2019
543,Gauntlet,Steam,20,1.79,91,23 septiembre 2014,84 /100,GAME,10 abril 2019
544,The Evil Within (Europe),Steam,20,3.74,81,14 octubre 2014,84 /100,GAME,10 abril 2019
545,Titan Quest: Ragnarök,Steam,20,8.25,59,17 noviembre 2017,? /100,DLC,10 abril 2019
546,Stardew Valley Switch (Europe),Nintendo,14,12.99,7, 5 octubre 2017,94 /100,GAME,10 abril 2019
547,Kingdom Two Crowns,Steam,20,14.35,28,11 diciembre 2018,70 /100,GAME,10 abril 2019
548,Fernbus Simulator,Steam,30,12.90,57,25 agosto 2016,90 /100,GAME,10 abril 2019
549,Anno 2205 Ultimate Edition (Europe),Uplay,40,18.49,54, 3 noviembre 2015,78 /100,GAME,10 abril 2019
550,Injustice 2,Steam,50,8.72,83,14 noviembre 2017,87 /100,GAME,10 abril 2019
551,S.T.A.L.K.E.R.: Shadow of Chernobyl,Steam,16,2.19,86,20 marzo 2007,92 /100,GAME,10 abril 2019
552,Fallout 4: Season Pass,Steam,50,12.34,75,10 noviembre 2015,92 /100,DLC,10 abril 2019
553,South Park: Retaguardia en Peligro (Europe),Uplay,60,9.00,85,17 octubre 2017,81 /100,GAME,10 abril 2019
554,Mirror's Edge Catalyst,Origin,60,5.40,91, 9 junio 2016,80 /100,GAME,10 abril 2019
555,Warhammer: Vermintide 2 - Shadows Over Bögenhafen,Steam,8,5.71,29,28 agosto 2018,? /100,DLC,10 abril 2019
556,Tarjeta PlayStation Network 25€ (España) (ES),Playstation,25,22.50,10,N/A,96 /100,GAME,10 abril 2019
557,Darkest Dungeon: The Color Of Madness,Steam,5,3.79,24,19 junio 2018,90 /100,DLC,10 abril 2019
558,State of Decay 2 (PC / Xbox One),Xbox Play Anywhere,30,25.99,13,22 mayo 2018,66 /100,GAME,10 abril 2019
559,Arma 3: Anniversary Edition (Europe),Steam,60,30.15,50,15 noviembre 2017,87 /100,GAME,10 abril 2019
560,Might & Magic: Heroes VII (Europe),Uplay,50,8.49,83,29 septiembre 2015,76 /100,GAME,10 abril 2019
561,Star Wars: The Old Republic 60 days,Official Website,27,22.78,16,20 diciembre 2011,90 /100,DLC,10 abril 2019
562,Immortal Redneck,Steam,20,1.26,94,25 abril 2017,? /100,GAME,10 abril 2019
563,Minecraft Master Collection Xbox ONE,Xbox,50,16.98,66,16 abril 2018,89 /100,GAME,10 abril 2019
564,Cities: Skylines Deluxe Edition,Steam,37,8.27,78,24 mayo 2018,88 /100,GAME,10 abril 2019
565,Europa Universalis IV: Art of War,Steam,20,6.23,69,30 octubre 2014,100 /100,DLC,10 abril 2019
566,Total War: Warhammer - The King and The Warlord,Steam,7,4.93,34,20 octubre 2016,87 /100,DLC,10 abril 2019
567,LEGO Harry Potter: Years 5-7,Steam,20,1.95,90, 5 enero 2012,83 /100,GAME,10 abril 2019
568,Styx: Shards of Darkness,Steam,40,5.22,87,14 marzo 2017,91 /100,GAME,10 abril 2019
569,Crusader Kings II: The Reaper's Due,Steam,10,4.23,58,25 agosto 2016,? /100,DLC,10 abril 2019
570,Staxel,Steam,20,3.86,81,23 enero 2018,68 /100,GAME,10 abril 2019
571,Office Professional Plus 2019 (1 User),Software,200,49.69,75,24 septiembre 2018,87 /100,GAME,10 abril 2019
572,Super Mario Odyssey Switch (Europe),Nintendo,60,47.99,20,27 octubre 2017,80 /100,GAME,10 abril 2019
573,TrackMania Turbo,Uplay,40,8.04,80,24 marzo 2016,75 /100,GAME,10 abril 2019
574,Homeworld Remastered Collection,Steam,32,3.31,90,25 febrero 2015,93 /100,GAME,10 abril 2019
575,Pizza Connection 3,Steam,25,8.57,66,22 marzo 2018,65 /100,GAME,10 abril 2019
576,Cities: Skylines - Concerts,Steam,7,3.66,48,17 agosto 2017,100 /100,DLC,10 abril 2019
577,The Evil Within 2,Steam,60,10.94,82,13 octubre 2017,90 /100,GAME,10 abril 2019
578,Friday the 13th: The Game,Steam,17,12.69,24,26 mayo 2017,78 /100,GAME,10 abril 2019
579,Rocket League - Aftershock,Steam,2,1.29,35, 7 julio 2015,90 /100,DLC,10 abril 2019
580,Stellaris - Plantoids Species Pack,Steam,8,3.49,56, 4 agosto 2016,78 /100,DLC,10 abril 2019
581,Two Point Hospital: Pebberley Island (Europe),Steam,9,7.98,11,18 marzo 2019,? /100,DLC,10 abril 2019
582,NieR:Automata Game of The YoRHa Edition,Steam,40,33.98,15,17 marzo 2017,91 /100,GAME,10 abril 2019
583,Dragon Age: Origins - Ultimate Edition,Origin,20,5.78,71, 5 noviembre 2009,89 /100,GAME,10 abril 2019
584,Assetto corsa - Japanese Pack,Steam,3,2.70,10,18 mayo 2016,? /100,DLC,10 abril 2019
585,The Crew 2 Xbox ONE,Xbox,60,23.79,60,29 junio 2018,75 /100,GAME,10 abril 2019
586,Splatoon 2 Switch (Europe),Nintendo,60,47.99,20,21 julio 2017,98 /100,GAME,10 abril 2019
587,Stronghold Crusader 2,STEAM,30,3.78,87,22 septiembre 2014,78 /100,GAME,10 abril 2019
588,Jalopy,Steam,12,2.30,82,22 septiembre 2017,70 /100,GAME,10 abril 2019
589,Dirt Showdown,Steam,15,1.01,93,24 mayo 2012,86 /100,GAME,10 abril 2019
590,Max Payne 3,Steam,20,6.04,70,18 mayo 2012,86 /100,GAME,10 abril 2019
591,Resident Evil 4 Ultimate HD Edition,Steam,20,6.57,67,27 febrero 2014,87 /100,GAME,10 abril 2019
592,Lego Jurassic World,Steam,20,2.30,88,12 junio 2015,89 /100,GAME,10 abril 2019
593,Construction Simulator 2015,Steam,15,9.56,36,18 noviembre 2014,69 /100,GAME,10 abril 2019
594,Assetto Corsa: Dream Pack 1,Steam,7,3.99,43,11 marzo 2015,? /100,DLC,10 abril 2019
595,Darkest Dungeon,Steam,23,6.99,70,19 enero 2016,91 /100,GAME,10 abril 2019
596,Total War: Attila,Steam,40,7.39,82,17 febrero 2015,83 /100,GAME,10 abril 2019
597,NBA 2K19: 450.000 VC Xbox ONE,Xbox,100,65.89,34,11 septiembre 2018,? /100,DLC,10 abril 2019
598,Xbox Game Pass 14 days Trial Xbox ONE (Only New Accounts),Xbox,,1.29,/,N/A,99 /100,GAME,10 abril 2019
599,Homefront,Steam,20,1.17,94,15 marzo 2011,67 /100,GAME,10 abril 2019
600,Fortnite Deep Freeze Bundle Xbox ONE,Xbox,30,15.99,47,16 noviembre 2018,87 /100,GAME,10 abril 2019
601,Total War: Three Kingdoms (Europe),Steam,60,39.89,34,23 mayo 2019,? /100,GAME,10 abril 2019
602,Ghost Recon: Wildlands Xbox ONE,Xbox,50,19.99,60, 6 marzo 2017,83 /100,GAME,10 abril 2019
603,Hitman GOTY Edition,Steam,,11.31,/,11 marzo 2016,79 /100,GAME,10 abril 2019
604,Mortal Kombat (Komplete Edition) ,Steam,20,3.25,84, 3 julio 2013,86 /100,GAME,10 abril 2019
605,Naruto Shippuden: Ultimate Ninja Storm 4 Road to Boruto,Steam,20,8.06,60, 2 febrero 2017,90 /100,DLC,10 abril 2019
606,Los Sims 3: Patios y Jardines Accesorios (Europe),Official Website,15,3.46,77,10 febrero 2011,90 /100,DLC,10 abril 2019
607,Battlefield: Hardline,Origin,30,5.09,83,19 marzo 2015,75 /100,GAME,10 abril 2019
608,World War 3 (Early Access) (Europe),Steam,25,13.13,47,19 octubre 2018,67 /100,GAME,10 abril 2019
609,Shadow of the Tomb Raider Xbox ONE,Xbox,70,19.99,71,14 septiembre 2018,89 /100,GAME,10 abril 2019
610,Europa Universalis IV: Dharma,Steam,20,8.35,58, 6 septiembre 2018,? /100,DLC,10 abril 2019
611,Saints Row IV: Game of the Century Edition,Steam,20,5.51,72,15 julio 2014,86 /100,GAME,10 abril 2019
612,Warhammer: Chaosbane,Steam,50,26.98,46, 4 junio 2019,? /100,GAME,10 abril 2019
613,The Elder Scrolls V: Skyrim VR,Steam,60,25.25,58, 2 abril 2018,94 /100,GAME,10 abril 2019
614,The Elder Scrolls Online,Official Website,60,12.98,78, 6 junio 2017,78 /100,GAME,10 abril 2019
615,Rocket League - Triton,Steam,2,1.79,10, 4 octubre 2016,? /100,DLC,10 abril 2019
616,How to Survive 2,Steam,15,1.99,87, 8 septiembre 2016,78 /100,GAME,10 abril 2019
617,Grand Theft Auto Online: Red Shark Cash Card,Rockstar,3,2.19,27,14 abril 2015,87 /100,DLC,10 abril 2019
618,Total War: MEDIEVAL II Definitive Edition,Steam,25,5.44,78,15 noviembre 2006,82 /100,GAME,10 abril 2019
619,Dead by Daylight: Leatherface,Steam,5,3.67,26,14 septiembre 2017,? /100,DLC,10 abril 2019
620,They Are Billions,Steam,23,17.95,22,12 diciembre 2017,85 /100,GAME,10 abril 2019
621,MotoGP 18,Steam,50,14.77,70, 7 junio 2018,66 /100,GAME,10 abril 2019
622,Battlefield 1 Premium Pass,Origin,50,12.11,76,21 octubre 2016,90 /100,DLC,10 abril 2019
623,Euro Truck Simulator 2 Legendary Edition,Steam,77,22.35,71,20 julio 2016,91 /100,GAME,10 abril 2019
624,Los Sims 3: Suite de ensueño Accesorios (Europe),Official Website,20,3.16,84,26 enero 2012,80 /100,DLC,10 abril 2019
625,The Elder Scrolls Online - Elsweyr Upgrade,Official Website,40,25.98,35, 4 junio 2019,? /100,DLC,10 abril 2019
626,Flashing Lights - Police Fire EMS,Steam,12,7.84,37, 7 junio 2018,55 /100,GAME,10 abril 2019
627,Rising Storm 2: Vietnam Deluxe Edition,Steam,4,3.98,/,30 mayo 2017,81 /100,GAME,10 abril 2019
628,The Witcher: Enhanced Edition Director's Cut,GOG.com,8,2.99,63,16 septiembre 2008,90 /100,GAME,10 abril 2019
629,Deponia: The Complete Journey,Steam,30,1.01,97, 8 julio 2014,93 /100,GAME,10 abril 2019
630,Dead Space 2,Origin,15,2.96,80,27 enero 2011,92 /100,GAME,10 abril 2019
631,L.A. Noire: Complete Edition,Steam,30,6.49,78,11 noviembre 2011,80 /100,GAME,10 abril 2019
632,Dragon Ball FighterZ: FighterZ Pass 2,Steam,25,20.98,16,31 enero 2019,? /100,DLC,10 abril 2019
633,DiRT Rally 2.0 Deluxe Edition (+Early Access),Steam,75,56.59,25,22 febrero 2019,79 /100,GAME,10 abril 2019
634,Assassin's Creed III,Uplay,20,6.99,65,31 octubre 2012,88 /100,GAME,10 abril 2019
635,Crusader Kings II: Way of Life,Steam,8,4.33,46,16 diciembre 2014,90 /100,DLC,10 abril 2019
636,Steep Xbox ONE,Xbox,30,6.99,77,12 febrero 2016,91 /100,GAME,10 abril 2019
637,Shadow Tactics: Blades of the Shogun,Steam,40,5.93,85, 6 diciembre 2016,93 /100,GAME,10 abril 2019
638,Zombie Army Trilogy,Steam,42,4.90,88, 6 marzo 2015,83 /100,GAME,10 abril 2019
639,Assetto Corsa Ferrari - 70th Anniversary Pack,Steam,7,3.99,43,19 septiembre 2017,? /100,DLC,10 abril 2019
640,LEGO DC Super-Villains,Steam,40,9.09,77,16 octubre 2018,90 /100,GAME,10 abril 2019
641,Dark Souls 1 Remastered Switch (Europe),Nintendo,40,31.99,20,12 octubre 2018,85 /100,GAME,10 abril 2019
642,Call of Duty: Black Ops (Deutsch) (Europe),Steam,40,6.27,84, 9 noviembre 2010,47 /100,GAME,10 abril 2019
643,Europa Universalis IV: Rights of Man,Steam,20,7.16,64,11 octubre 2016,93 /100,DLC,10 abril 2019
644,FIFA 17,Origin,60,6.66,89,29 septiembre 2016,82 /100,GAME,10 abril 2019
645,Bus Simulator 16 (Europe),Steam,15,5.55,63, 2 marzo 2016,76 /100,GAME,10 abril 2019
646,StarCraft 2: Legacy of the Void,Battle.net,40,13.29,67,10 noviembre 2015,89 /100,GAME,10 abril 2019
647,F.E.A.R. 3,Steam,20,1.84,91,24 junio 2011,76 /100,GAME,10 abril 2019
648,Batman: Arkham Knight Season Pass,Steam,20,6.56,67,23 junio 2015,100 /100,DLC,10 abril 2019
649,Assassin's Creed: Origins Season Pass (Europe),Uplay,40,22.58,44,26 octubre 2017,88 /100,DLC,10 abril 2019
650,Darksiders II Deathinitive Edition,Steam,30,3.99,87, 5 noviembre 2015,88 /100,GAME,10 abril 2019
651,Rocket League: Chaos Run,Steam,4,2.29,43, 1 diciembre 2015,94 /100,DLC,10 abril 2019
652,Kingdom Come: Delivrance Band of Bastard,Steam,8,5.12,36, 5 febrero 2019,? /100,GAME,10 abril 2019
653,Middle-earth: Shadow of War Expansion Pass,Steam,40,11.56,71, 9 octubre 2017,93 /100,DLC,10 abril 2019
654,Castlevania: Lords of Shadow Ultimate Edition (Europe),Steam,25,3.29,87, 7 octubre 2010,93 /100,GAME,10 abril 2019
655,Cossacks 3 Complete Experience,Steam,36,8.49,77,27 octubre 2017,85 /100,GAME,10 abril 2019
656,Europa Universalis IV: Common Sense Expansion,Steam,15,4.13,72, 9 junio 2015,100 /100,DLC,10 abril 2019
657,South Park: La Vara de la Verdad (uncut),Uplay,30,7.54,75, 6 marzo 2014,92 /100,GAME,10 abril 2019
658,Warhammer 40.000: Dawn of War II Master Collection,Steam,55,7.58,86,N/A,85 /100,GAME,10 abril 2019
659,Star Wars: Knights of the Old Republic,Steam,8,2.68,67,19 noviembre 2003,83 /100,GAME,10 abril 2019
660,Naruto Shippuden: Ultimate Ninja Storm 4 Season Pass,Steam,20,7.93,60, 5 febrero 2016,85 /100,DLC,10 abril 2019
661,Sniper: Ghost Warrior 3 Season Pass Edition,Steam,20,5.22,74,25 abril 2017,69 /100,GAME,10 abril 2019
662,Unravel Two,Origin,20,9.99,50, 9 junio 2018,80 /100,GAME,10 abril 2019
663,FIFA 18,Origin,60,13.39,78,29 septiembre 2017,68 /100,GAME,10 abril 2019
664,Battlefield Bad Company 2,Origin,10,3.68,63, 4 marzo 2010,90 /100,GAME,10 abril 2019
665,Banished,Steam,19,12.61,34,18 febrero 2014,93 /100,GAME,10 abril 2019
666,Warhammer 40.000: Dawn of War Master Collection,Steam,30,6.49,78,2008,96 /100,GAME,10 abril 2019
667,Lego Pirates of the Caribbean,Steam,17,2.75,84,24 mayo 2011,83 /100,GAME,10 abril 2019
668,The Division 2 Gold Edition (Europe),Uplay,100,83.49,17,12 marzo 2019,80 /100,GAME,10 abril 2019
669,Mega Man Legacy Collection,Steam,15,1.77,88,24 agosto 2015,? /100,GAME,10 abril 2019
670,Civilization VI: Vikings Scenario Pack,Steam,5,2.56,49,20 diciembre 2016,? /100,DLC,10 abril 2019
671,Assassin's Creed Odyssey Season Pass Xbox ONE,Xbox,40,33.89,15, 5 octubre 2018,100 /100,DLC,10 abril 2019
672,Total War: Attila - Tyrants and Kings Edition,Steam,30,7.99,73, 4 marzo 2016,83 /100,GAME,10 abril 2019
673,Resident Evil 5,Steam,20,5.85,71,15 septiembre 2009,73 /100,GAME,10 abril 2019
674,EA Access Pass 12 Meses Xbox One ,Xbox,25,22.99,8,N/A,96 /100,GAME,10 abril 2019
675,Monster Energy Supercross - The Official Videogame 2,Steam,50,22.96,54, 8 febrero 2019,90 /100,GAME,10 abril 2019
676,FIFA 19: 1600 FUT Points Xbox ONE,Xbox,15,12.99,13,28 septiembre 2018,? /100,DLC,10 abril 2019
677,Gothic Universe Edition (Europe),Steam,20,2.92,85, 5 noviembre 2010,89 /100,GAME,10 abril 2019
678,Assassin's Creed II,Uplay,15,5.24,65, 4 marzo 2010,94 /100,GAME,10 abril 2019
679,LEGO: Batman Trilogy,Steam,50,3.28,93,11 noviembre 2014,94 /100,GAME,10 abril 2019
680,The Secret of Monkey Island: Special Edition,Steam,8,1.56,81,15 julio 2009,84 /100,GAME,10 abril 2019
681,Bully (Scholarship Edition),Steam,10,4.76,52,21 octubre 2008,76 /100,GAME,10 abril 2019
682,Mortal Kombat X,Steam,20,6.94,65,14 abril 2015,85 /100,GAME,10 abril 2019
683,Apex Legends: 2150 Apex Coins,Origin,20,18.98,5, 4 febrero 2019,? /100,DLC,10 abril 2019
684,Borderlands 2: Season Pass (Europe),Steam,30,8.20,73,20 septiembre 2012,79 /100,DLC,10 abril 2019
685,Poly Bridge,Steam,8,2.46,70,12 julio 2016,97 /100,GAME,10 abril 2019
686,Brutal Legend,Steam,15,1.09,93,26 febrero 2013,100 /100,GAME,10 abril 2019
687,Sword Art Online: Fatal Bullet,Steam,40,13.73,66,23 febrero 2018,70 /100,GAME,10 abril 2019
688,Mass Effect Andromeda - Deep Space Pack,Origin,5,1.98,60,23 marzo 2017,79 /100,DLC,10 abril 2019
689,Rocket League: Revenge of The Battle Cars,Steam,4,2.48,38, 7 julio 2015,97 /100,DLC,10 abril 2019
690,Car Mechanic Simulator 2015,Steam,20,1.59,92,23 abril 2015,85 /100,GAME,10 abril 2019
691,Blood Bowl 2,Steam,20,5.95,70,22 septiembre 2015,85 /100,GAME,10 abril 2019
692,Crusader Kings II: Legacy of Rome,Steam,5,3.55,29,16 octubre 2012,? /100,DLC,10 abril 2019
693,Space Engineers Deluxe Edition,Steam,,12.47,/,22 diciembre 2016,87 /100,GAME,10 abril 2019
694,Rocket League Xbox ONE,Xbox,20,12.89,36, 7 julio 2015,92 /100,GAME,10 abril 2019
695,Besiege,Steam,8,5.56,30,28 enero 2015,87 /100,GAME,10 abril 2019
696,Cities: Skylines - Content Creator Pack: Art Deco,Steam,5,2.25,55, 1 septiembre 2016,80 /100,DLC,10 abril 2019
697,The Crew Ultimate Edition,Uplay,50,13.19,74,29 noviembre 2016,81 /100,GAME,10 abril 2019
698,Bioshock Infinite (Europe),Steam,30,4.79,84,25 marzo 2013,91 /100,GAME,10 abril 2019
699,Mafia II,Steam,30,11.79,61,26 agosto 2010,89 /100,GAME,10 abril 2019
700,Grand Ages: Medieval,Steam,20,3.45,83,25 septiembre 2015,57 /100,GAME,10 abril 2019
701,Lego Marvel’s Avengers,Steam,30,2.82,91,26 enero 2016,84 /100,GAME,10 abril 2019
702,Civilization VI: Khmer and Indonesia Civilization & Scenario Pack,Steam,9,5.95,34,19 octubre 2017,? /100,DLC,10 abril 2019
703,Q.U.B.E. 2,Steam,25,1.46,94,13 marzo 2018,? /100,GAME,10 abril 2019
704,The Darkness II,Steam,30,1.01,97, 9 febrero 2012,80 /100,GAME,10 abril 2019
705,Bomber Crew,Steam,15,1.81,88,19 octubre 2017,76 /100,GAME,10 abril 2019
706,Mount & Blade: Warband - Napoleonic Wars,Steam,10,4.39,56,19 abril 2012,97 /100,DLC,10 abril 2019
707,Splinter Cell: Blacklist (Europe),Uplay,53,6.13,88,22 agosto 2013,85 /100,GAME,10 abril 2019
708,Project Cars 2 Season Pass,Steam,30,12.45,58,22 septiembre 2017,88 /100,DLC,10 abril 2019
709,Dishonored: Death of the Outsider,Steam,30,6.43,79,15 septiembre 2017,88 /100,GAME,10 abril 2019
710,Darkest Dungeon: The Crimson Court,Steam,10,5.78,42,19 junio 2017,88 /100,DLC,10 abril 2019
711,Arma 2: Complete Collection,Steam,30,3.22,89,20 febrero 2013,82 /100,GAME,10 abril 2019
712,Ni No Kuni II: Revenant Kingdom (Europe),Steam,60,21.99,63,23 marzo 2018,85 /100,GAME,10 abril 2019
713,Slime Rancher,Steam,20,12.71,36,14 enero 2016,85 /100,GAME,10 abril 2019
714,Totally Accurate Battle Simulator (+Early Access),Steam,12,11.85,5, 1 febrero 2019,? /100,GAME,10 abril 2019
715,Train Simulator 2019,Steam,30,13.42,55,11 octubre 2018,100 /100,GAME,10 abril 2019
716,Life is Strange: Before the Storm Deluxe Edition,Steam,27,6.17,77,31 agosto 2017,86 /100,GAME,10 abril 2019
717,Kingdom Come: Deliverance Special Edition,Steam,40,24.73,38,13 febrero 2018,83 /100,GAME,10 abril 2019
718,This War of Mine - The Little Ones DLC,Steam,5,3.23,35, 1 junio 2016,? /100,DLC,10 abril 2019
719,Resident Evil 7 Gold Edition (Europe),Steam,60,12.60,79,12 diciembre 2017,88 /100,GAME,10 abril 2019
720,Left 4 Dead,Steam,8,5.20,37,17 noviembre 2008,93 /100,GAME,10 abril 2019
721,Dead by Daylight: Darkness Among Us,Steam,7,4.81,31,11 diciembre 2018,? /100,DLC,10 abril 2019
722,Empire and Napoleon: Total War GOTY,Steam,15,6.80,55,25 febrero 2010,80 /100,GAME,10 abril 2019
723,Dead Cells Switch (Europe),Nintendo,25,21.99,12, 6 agosto 2018,91 /100,GAME,10 abril 2019
724,MXGP Pro,Steam,50,13.99,72,29 junio 2018,60 /100,GAME,10 abril 2019
725,S.T.A.L.K.E.R.: Call of Pripyat,Steam,20,3.31,83,11 febrero 2010,79 /100,GAME,10 abril 2019
726,Elex,Steam,50,12.90,74,17 octubre 2017,76 /100,GAME,10 abril 2019
727,Europa Universalis IV: El Dorado,Steam,15,4.07,73,26 febrero 2015,84 /100,DLC,10 abril 2019
728,Planetary Annihilation: Titans,Steam,34,7.47,78,18 agosto 2015,89 /100,GAME,10 abril 2019
729,Total War: Rome II - Wrath of Sparta,Steam,15,7.27,52,16 diciembre 2014,80 /100,DLC,10 abril 2019
730,Dying Light: Season Pass,Steam,30,5.58,81,27 enero 2015,93 /100,DLC,10 abril 2019
731,Dead Island GOTY (Europe),Steam,20,5.93,70, 9 septiembre 2011,82 /100,GAME,10 abril 2019
732,The Vanishing of Ethan Carter,Steam,19,1.76,91,25 septiembre 2014,87 /100,GAME,10 abril 2019
733,Jump Force Deluxe Edition,Steam,90,61.49,32,14 febrero 2019,66 /100,GAME,10 abril 2019
734,Civilization VI: Poland Civilization & Scenario Pack,Steam,5,4.70,6,20 diciembre 2016,? /100,DLC,10 abril 2019
735,Grid Autosport,Steam,40,3.52,91,27 junio 2014,79 /100,GAME,10 abril 2019
736,Worms Armageddon,Steam,15,1.51,90,31 mayo 1999,? /100,GAME,10 abril 2019
737,The Crew,Uplay,30,6.49,78, 2 diciembre 2014,81 /100,GAME,10 abril 2019
738,Resident Evil: Revelations (Europe),Steam,30,2.35,92,24 mayo 2013,76 /100,GAME,10 abril 2019
