,name,platform,original_price(€),discounted_price(€),discount(%),release_date,users_rating,category,extraction_date
490,Arma 3 Karts,Steam,,1.01,32,29 mayo 2014,91 /100,DLC,05 abril 2019
491,Dungeons III (Europe),Steam,45,4.39,90,13 octubre 2017,86 /100,GAME,05 abril 2019
492,Los Sims 3: Trotamundos (Europe),Official Website,32,3.94,88,19 noviembre 2009,84 /100,DLC,05 abril 2019
493,Anno 2205 (Europe),Uplay,40,6.99,83, 3 noviembre 2015,78 /100,GAME,05 abril 2019
494,Tarjeta PlayStation Network 5€ (España) (ES),Playstation,5,4.69,6,N/A,? /100,GAME,05 abril 2019
495,PlayStation Plus - Suscripción 30 días (España) (ES),Playstation,8,7.19,10,N/A,98 /100,GAME,05 abril 2019
496,Aragami,Steam,20,5.28,74, 4 octubre 2016,88 /100,GAME,05 abril 2019
497,Star Wars: Knights of the Old Republic,Steam,8,2.68,67,19 noviembre 2003,83 /100,GAME,05 abril 2019
498,Dead Space 3,Origin,10,8.99,10, 8 febrero 2013,88 /100,GAME,05 abril 2019
499,Star Wars: Battlefront,Origin,60,4.09,93,19 noviembre 2015,76 /100,GAME,05 abril 2019
500,Hollow Knight Switch (Europe),Nintendo,15,12.99,13,12 junio 2018,96 /100,GAME,05 abril 2019
501,Fernbus Simulator,Steam,30,12.90,57,25 agosto 2016,90 /100,GAME,05 abril 2019
502,Total War: Three Kingdoms (Europe),Steam,60,39.89,34,23 mayo 2019,? /100,GAME,05 abril 2019
503,Rocksmith 2014 Remastered,Steam,30,9.10,70, 4 octubre 2016,87 /100,GAME,05 abril 2019
504,Dishonored (Europe),Steam,10,3.29,67, 9 octubre 2012,91 /100,GAME,05 abril 2019
505,Magicka 2,Steam,15,2.55,83,26 mayo 2015,86 /100,GAME,05 abril 2019
506,Just Cause 3 XXL Edition,Steam,29,5.95,80,30 noviembre 2015,79 /100,GAME,05 abril 2019
507,Project Cars 2 Deluxe Edition,Steam,90,23.49,74,21 septiembre 2017,78 /100,GAME,05 abril 2019
508,Castlevania: Lords of Shadow Ultimate Edition (Europe),Steam,25,3.29,87, 7 octubre 2010,93 /100,GAME,05 abril 2019
509,Company of Heroes 2 (Platinum Edition),Steam,20,7.06,65, 4 marzo 2016,90 /100,GAME,05 abril 2019
510,This War of Mine,Steam,19,3.45,82,14 noviembre 2014,88 /100,GAME,05 abril 2019
511,Tarjeta PlayStation Network 15€ (España) (ES),Playstation,15,13.60,9,N/A,96 /100,GAME,05 abril 2019
512,Battlefield 3,Origin,20,5.95,70,27 octubre 2011,90 /100,GAME,05 abril 2019
513,Dark Souls 1 Remastered Switch (Europe),Nintendo,40,31.99,20,12 octubre 2018,85 /100,GAME,05 abril 2019
514,Assetto Corsa: Dream Pack 1,Steam,7,3.99,43,11 marzo 2015,? /100,DLC,05 abril 2019
515,Worms Clan Wars,Steam,23,1.57,93,15 agosto 2013,82 /100,GAME,05 abril 2019
516,Minecraft Master Collection Xbox ONE,Xbox,50,16.98,66,16 abril 2018,89 /100,GAME,05 abril 2019
517,Fortnite Deep Freeze Bundle Switch (Europe),Nintendo,30,14.99,50,16 noviembre 2018,86 /100,GAME,05 abril 2019
518,Shadow of the Tomb Raider Croft Edition,Steam,89,35.98,60,12 septiembre 2018,90 /100,GAME,05 abril 2019
519,Fallout 3,Steam,10,1.99,80,28 octubre 2008,86 /100,GAME,05 abril 2019
520,TrackMania Turbo,Uplay,40,8.42,79,24 marzo 2016,75 /100,GAME,05 abril 2019
521,Deus Ex: Mankind Divided,Steam,30,3.87,87,23 agosto 2016,81 /100,GAME,05 abril 2019
522,Darkest Dungeon: The Color Of Madness,Steam,5,3.79,24,19 junio 2018,90 /100,DLC,05 abril 2019
523,The Witcher 3: Wild Hunt,GOG.com,30,11.49,62,19 mayo 2015,95 /100,GAME,05 abril 2019
524,XCOM 2: War of the Chosen (Europe),Steam,40,14.69,63,29 agosto 2017,95 /100,DLC,05 abril 2019
525,Crusader Kings II: Conclave,Steam,15,5.34,64, 2 febrero 2016,? /100,DLC,05 abril 2019
526,Total War Warhammer Dark Gods Edition (Europe),Steam,30,12.23,59,27 septiembre 2018,10 /100,GAME,05 abril 2019
527,Sword Art Online: Fatal Bullet,Steam,40,13.80,65,23 febrero 2018,70 /100,GAME,05 abril 2019
528,The Evil Within (Europe),Steam,20,3.79,81,14 octubre 2014,84 /100,GAME,05 abril 2019
529,The Division 2 Gold Edition (Europe),Uplay,100,83.49,17,12 marzo 2019,80 /100,GAME,05 abril 2019
530,Darkest Dungeon: Ancestral 2017 Edition,Steam,47,14.49,69,N/A,91 /100,GAME,05 abril 2019
531,Far Cry Primal: Legend of the Mammoth,Uplay,,1.89,/,29 febrero 2016,? /100,DLC,05 abril 2019
532,Sniper Elite v2,Steam,20,2.04,90, 4 mayo 2012,73 /100,GAME,05 abril 2019
533,Pillars of Eternity II: Deadfire (Europe),Steam,46,12.39,73, 8 mayo 2018,88 /100,GAME,05 abril 2019
534,Battlefield: Hardline,Origin,30,5.14,83,19 marzo 2015,75 /100,GAME,05 abril 2019
535,Diablo III: Rise of the Necromancer (Europe),Battle.net,15,10.61,29,27 octubre 2017,? /100,DLC,05 abril 2019
536,Saints Row IV (Europe),Steam,15,3.29,78,23 agosto 2013,86 /100,GAME,05 abril 2019
537,Destiny 2 (Europe),Battle.net,60,14.75,75,24 octubre 2017,75 /100,GAME,05 abril 2019
538,S.T.A.L.K.E.R.: Clear Sky,Steam,10,1.01,90,15 septiembre 2008,95 /100,GAME,05 abril 2019
539,Final Fantasy XV Episode Ardyn,Steam,10,8.69,13,26 marzo 2019,? /100,DLC,05 abril 2019
540,World War 3 (Early Access) (Europe),Steam,25,13.13,47,19 octubre 2018,67 /100,GAME,05 abril 2019
541,Steep Xbox ONE,Xbox,30,6.99,77,12 febrero 2016,91 /100,GAME,05 abril 2019
542,Rocket League - Vulcan,Steam,2,1.83,8, 7 diciembre 2016,93 /100,DLC,05 abril 2019
543,FIFA 17,Origin,60,6.66,89,29 septiembre 2016,82 /100,GAME,05 abril 2019
544,7 Days to Die,Steam,23,15.73,32,13 diciembre 2013,86 /100,GAME,05 abril 2019
545,Mega Man Legacy Collection,Steam,15,1.77,88,24 agosto 2015,? /100,GAME,05 abril 2019
546,Red Dead Redemption 2: Ultimate Edition Xbox ONE,Xbox,100,64.78,35,26 octubre 2018,93 /100,GAME,05 abril 2019
547,Crusader Kings II: Charlemagne,Steam,15,5.17,66,14 octubre 2014,100 /100,DLC,05 abril 2019
548,South Park: Retaguardia en Peligro (Europe),Uplay,60,9.99,83,17 octubre 2017,81 /100,GAME,05 abril 2019
549,Cities: Skylines - Green Cities,Steam,13,5.49,58,19 octubre 2017,86 /100,DLC,05 abril 2019
550,Resident Evil 7 Gold Edition (Europe),Steam,60,12.60,79,12 diciembre 2017,88 /100,GAME,05 abril 2019
551,Naruto to Boruto: Shinobi Striker,Steam,50,15.69,69,31 agosto 2018,72 /100,GAME,05 abril 2019
552,Final Fantasy XIV: Stormblood (Europe),Official Website,35,18.27,48,20 junio 2017,84 /100,DLC,05 abril 2019
553,LEGO Harry Potter: Years 5-7,Steam,20,2.01,90, 5 enero 2012,83 /100,GAME,05 abril 2019
554,Hitman: The Complete First Season [Prologue + Episode 1-6 + Bonus Episode],Steam,50,7.98,84,11 marzo 2016,78 /100,GAME,05 abril 2019
555,Verdun,Steam,18,3.97,77,28 abril 2015,78 /100,GAME,05 abril 2019
556,Immortal Redneck,Steam,20,1.26,94,25 abril 2017,? /100,GAME,05 abril 2019
557,Total War: Warhammer Chaos Warriors,Steam,7,4.91,34,24 mayo 2016,? /100,DLC,05 abril 2019
558,Need For Speed: Rivals,Origin,20,6.25,69,21 noviembre 2013,80 /100,GAME,05 abril 2019
559,Cossacks 3 Complete Experience,Steam,36,8.49,77,27 octubre 2017,85 /100,GAME,05 abril 2019
560,Ni No Kuni II: Revenant Kingdom (Europe),Steam,60,21.99,63,23 marzo 2018,85 /100,GAME,05 abril 2019
561,Total War: Warhammer - Call of the Beastmen,Steam,17,9.09,48,28 julio 2016,73 /100,DLC,05 abril 2019
562,Conan Exiles: The Savage Frontier Pack,Steam,10,8.49,15, 9 octubre 2018,? /100,DLC,05 abril 2019
563,Anno 1404 Gold Edition (Europe),Uplay,10,7.79,22,25 junio 2009,100 /100,GAME,05 abril 2019
564,How to Survive 2,Steam,15,3.07,80, 8 septiembre 2016,78 /100,GAME,05 abril 2019
565,Europa Universalis IV: Art of War,Steam,20,5.48,73,30 octubre 2014,100 /100,DLC,05 abril 2019
566,The Elder Scrolls Online - Elsweyr Collector's Edition,Official Website,79,49.98,37, 4 junio 2019,? /100,GAME,05 abril 2019
567,Lego Pirates of the Caribbean,Steam,17,2.75,84,24 mayo 2011,83 /100,GAME,05 abril 2019
568,Sniper: Ghost Warrior 3 Season Pass Edition,Steam,20,5.23,74,25 abril 2017,69 /100,GAME,05 abril 2019
569,Dragon Ball FighterZ: FighterZ Pass 2,Steam,25,20.98,16,31 enero 2019,? /100,DLC,05 abril 2019
570,"Pokémon: Let's Go, Eevee! Switch (Europe)",Nintendo,60,47.99,20,16 noviembre 2018,83 /100,GAME,05 abril 2019
571,The Darkness II,Steam,30,1.01,97, 9 febrero 2012,80 /100,GAME,05 abril 2019
572,The Elder Scrolls Online,Official Website,60,12.98,78, 6 junio 2017,79 /100,GAME,05 abril 2019
573,Warhammer 40.000: Dawn of War Master Collection,Steam,30,6.49,78,2008,96 /100,GAME,05 abril 2019
574,Two Point Hospital: Pebberley Island (Europe),Steam,9,7.98,11,18 marzo 2019,? /100,DLC,05 abril 2019
575,Golf With Your Friends,Steam,6,5.49,8,30 enero 2016,87 /100,GAME,05 abril 2019
576,Mount & Blade: Warband - Napoleonic Wars,Steam,10,4.39,56,19 abril 2012,97 /100,DLC,05 abril 2019
577,Brutal Legend,Steam,15,1.09,93,26 febrero 2013,100 /100,GAME,05 abril 2019
578,Project Cars 2 Season Pass,Steam,30,12.43,59,22 septiembre 2017,88 /100,DLC,05 abril 2019
579,Crusader Kings II: Monks and Mystics,Steam,15,5.66,62, 7 marzo 2017,90 /100,DLC,05 abril 2019
580,Europa Universalis IV: Rights of Man,Steam,20,6.88,66,11 octubre 2016,93 /100,DLC,05 abril 2019
581,S.T.A.L.K.E.R.: Shadow of Chernobyl,Steam,16,2.19,86,20 marzo 2007,92 /100,GAME,05 abril 2019
582,Los Sims 3: Salto a la fama (Europe),Official Website,35,3.57,90, 8 marzo 2012,80 /100,DLC,05 abril 2019
583,Need for Speed: Hot Pursuit (Europe),Origin,15,2.79,81,16 octubre 2010,83 /100,GAME,05 abril 2019
584,Stardew Valley Switch (Europe),Nintendo,14,12.99,7, 5 octubre 2017,94 /100,GAME,05 abril 2019
585,Office Professional Plus 2019 (1 User),Software,200,49.69,75,24 septiembre 2018,87 /100,GAME,05 abril 2019
586,Stellaris - Plantoids Species Pack,Steam,8,3.27,59, 4 agosto 2016,78 /100,DLC,05 abril 2019
587,Saints Row IV: Game of the Century Edition,Steam,20,5.38,73,15 julio 2014,86 /100,GAME,05 abril 2019
588,Total War: MEDIEVAL II Definitive Edition,Steam,25,5.44,78,15 noviembre 2006,82 /100,GAME,05 abril 2019
589,Elite Dangerous: Horizons Season Pass,Steam,25,16.07,36,15 diciembre 2015,90 /100,DLC,05 abril 2019
590,Super Smash Bros. Ultimate Planta Piraña (Europe),Nintendo,5,4.49,10, 1 noviembre 2018,? /100,DLC,05 abril 2019
591,Dead Space 2,Origin,15,2.98,80,27 enero 2011,92 /100,GAME,05 abril 2019
592,NieR:Automata Game of The YoRHa Edition,Steam,40,33.98,15,17 marzo 2017,91 /100,GAME,05 abril 2019
593,Kingdom Two Crowns,Steam,20,13.57,32,11 diciembre 2018,80 /100,GAME,05 abril 2019
594,Far Cry 5 Xbox ONE,Xbox,60,23.87,60,27 marzo 2018,76 /100,GAME,05 abril 2019
595,Dead by Daylight - the Saw Chapter,Steam,7,5.70,18,23 enero 2018,80 /100,DLC,05 abril 2019
596,Ancestors Legacy,Steam,30,7.47,75,22 mayo 2018,86 /100,GAME,05 abril 2019
597,Pizza Connection 3,Steam,25,8.74,65,22 marzo 2018,65 /100,GAME,05 abril 2019
598,RiME,Steam,35,5.38,85,26 mayo 2017,86 /100,GAME,05 abril 2019
599,F1 2017,Steam,55,7.57,86,25 agosto 2017,91 /100,GAME,05 abril 2019
600,Rocket League - Triton,Steam,2,1.79,10, 4 octubre 2016,? /100,DLC,05 abril 2019
601,Rocket League - Aftershock,Steam,2,1.29,35, 7 julio 2015,90 /100,DLC,05 abril 2019
602,Titan Quest Anniversary Edition,Steam,20,4.70,76,31 agosto 2016,83 /100,GAME,05 abril 2019
603,Transport Fever,Steam,32,14.32,55, 8 noviembre 2016,70 /100,GAME,05 abril 2019
604,Darksiders Warmastered Edition,Steam,20,2.95,85,29 noviembre 2016,91 /100,GAME,05 abril 2019
605,Left 4 Dead,Steam,8,4.99,39,17 noviembre 2008,93 /100,GAME,05 abril 2019
606,Titan Quest: Ragnarök,Steam,20,6.60,67,17 noviembre 2017,? /100,DLC,05 abril 2019
607,Xbox Game Pass 14 days Trial Xbox ONE (Only New Accounts),Xbox,,1.29,/,N/A,99 /100,GAME,05 abril 2019
608,Space Engineers Deluxe Edition,Steam,,12.47,/,22 diciembre 2016,87 /100,GAME,05 abril 2019
609,Conan Exiles - The Imperial East Pack,Steam,10,7.04,30,22 junio 2018,? /100,DLC,05 abril 2019
610,Crysis Trilogy,Origin,40,10.48,74,12 febrero 2014,97 /100,GAME,05 abril 2019
611,MotoGP 18,Steam,50,15.05,70, 7 junio 2018,66 /100,GAME,05 abril 2019
612,Total War: Attila - Tyrants and Kings Edition,Steam,30,7.99,73, 4 marzo 2016,83 /100,GAME,05 abril 2019
613,Total War: Warhammer - Grim and the Grave,Steam,7,4.49,40, 1 septiembre 2016,90 /100,DLC,05 abril 2019
614,The Elder Scrolls Online - Elsweyr Upgrade,Official Website,40,25.98,35, 4 junio 2019,? /100,DLC,05 abril 2019
615,Poly Bridge,Steam,8,2.14,74,12 julio 2016,97 /100,GAME,05 abril 2019
616,Cities: Skylines - Concerts,Steam,7,3.19,54,17 agosto 2017,100 /100,DLC,05 abril 2019
617,Total War: Warhammer - The King and The Warlord,Steam,7,4.39,41,20 octubre 2016,87 /100,DLC,05 abril 2019
618,Layers of Fear,Steam,20,1.01,95,15 febrero 2016,91 /100,GAME,05 abril 2019
619,The Elder Scrolls Online: Elsweyr - Standard Edition,Official Website,59,39.89,32, 4 junio 2019,? /100,GAME,05 abril 2019
620,Assassin's Creed Odyssey Season Pass Xbox ONE,Xbox,40,33.89,15, 5 octubre 2018,100 /100,DLC,05 abril 2019
621,Assassin's Creed III,Uplay,20,6.99,65,31 octubre 2012,88 /100,GAME,05 abril 2019
622,Train Sim World Bundle,Steam,134,17.98,87,24 julio 2018,85 /100,GAME,05 abril 2019
623,Octopath Traveler Switch (Europe),Nintendo,60,47.99,20,13 julio 2018,96 /100,GAME,05 abril 2019
624,Flashing Lights - Police Fire EMS,Steam,12,7.80,38, 7 junio 2018,55 /100,GAME,05 abril 2019
625,The Crew 2 Xbox ONE,Xbox,60,23.79,60,29 junio 2018,76 /100,GAME,05 abril 2019
626,Hurtworld,Steam,23,8.49,63, 4 diciembre 2015,84 /100,GAME,05 abril 2019
627,Lego Jurassic World,Steam,20,2.34,88,12 junio 2015,89 /100,GAME,05 abril 2019
628,Lords of the Fallen,Steam,30,3.46,88,31 octubre 2014,76 /100,GAME,05 abril 2019
629,Dragon Age: Inquisition ,Origin,20,5.98,70,20 noviembre 2014,86 /100,GAME,05 abril 2019
630,PlayStation Network Card 40€ (España) (ES),Playstation,40,35.99,10,N/A,96 /100,GAME,05 abril 2019
631,Shadow of the Tomb Raider Xbox ONE,Xbox,70,22.68,68,14 septiembre 2018,89 /100,GAME,05 abril 2019
632,Europa Universalis IV: Dharma,Steam,20,8.71,56, 6 septiembre 2018,? /100,DLC,05 abril 2019
633,Kingdom Come Deliverance: Treasures of The Past,Steam,5,2.14,57,11 abril 2018,50 /100,DLC,05 abril 2019
634,The Hunter: Call of the Wild (Europe),Steam,20,14.20,29,16 febrero 2017,86 /100,GAME,05 abril 2019
635,Lego Worlds,Steam,30,4.67,84, 7 marzo 2017,81 /100,GAME,05 abril 2019
636,State of Decay Year One Survival Edition,Steam,28,4.57,84,12 agosto 2016,80 /100,GAME,05 abril 2019
637,Apex Legends: 4350 Apex Coins,Origin,40,35.49,11, 4 febrero 2019,? /100,DLC,05 abril 2019
638,Grid Autosport,Steam,40,4.14,90,27 junio 2014,79 /100,GAME,05 abril 2019
639,Deponia: The Complete Journey,Steam,30,1.01,97, 8 julio 2014,93 /100,GAME,05 abril 2019
640,Cities: Skylines - Content Creator Pack: High-Tech Buildings,Steam,5,3.86,23,29 noviembre 2016,? /100,DLC,05 abril 2019
641,Mass Effect Andromeda - Deep Space Pack,Origin,5,1.98,60,23 marzo 2017,79 /100,DLC,05 abril 2019
642,Naruto Shippuden: Ultimate Ninja Storm 4 Road to Boruto,Steam,20,8.06,60, 2 febrero 2017,90 /100,DLC,05 abril 2019
643,Metro: Last Light Redux,Steam,20,9.62,52,27 agosto 2014,88 /100,GAME,05 abril 2019
644,S.T.A.L.K.E.R.: Call of Pripyat,Steam,20,3.32,83,11 febrero 2010,79 /100,GAME,05 abril 2019
645,Zombie Army Trilogy,Steam,42,4.90,88, 6 marzo 2015,83 /100,GAME,05 abril 2019
646,Might & Magic: Heroes III (HD Edition),Steam,15,4.91,67,29 enero 2015,86 /100,GAME,05 abril 2019
647,Dead by Daylight: Leatherface,Steam,5,3.66,27,14 septiembre 2017,? /100,DLC,05 abril 2019
648,PlayStation Network Card 30€ (España) (ES),Playstation,30,27.25,9,N/A,96 /100,GAME,05 abril 2019
649,LEGO DC Super-Villains,Steam,40,9.09,77,16 octubre 2018,90 /100,GAME,05 abril 2019
650,Warhammer: Chaosbane,Steam,50,26.98,46, 4 junio 2019,? /100,GAME,05 abril 2019
651,Crusader Kings II: Legacy of Rome,Steam,5,2.75,45,16 octubre 2012,? /100,DLC,05 abril 2019
652,SimCity 4 (Deluxe Edition),Steam,10,3.98,60,22 septiembre 2003,? /100,GAME,05 abril 2019
653,Shadow of the Tomb Raider Season Pass,Steam,30,16.36,45,14 septiembre 2018,63 /100,DLC,05 abril 2019
654,Shadow Tactics: Blades of the Shogun,Steam,40,6.22,84, 6 diciembre 2016,93 /100,GAME,05 abril 2019
655,Bioshock Infinite (Europe),Steam,30,4.79,84,25 marzo 2013,91 /100,GAME,05 abril 2019
656,Crusader Kings II: Way of Life Collection,Steam,,4.99,/,16 diciembre 2014,90 /100,DLC,05 abril 2019
657,The Vanishing of Ethan Carter,Steam,19,1.50,92,25 septiembre 2014,87 /100,GAME,05 abril 2019
658,Might & Magic: Heroes VII (Europe),Uplay,50,8.13,84,29 septiembre 2015,76 /100,GAME,05 abril 2019
659,Dead by Daylight: Shattered Bloodline,Steam,7,5.14,26,18 septiembre 2018,? /100,DLC,05 abril 2019
660,Kingdom Come: Delivrance Band of Bastard,Steam,8,5.07,37, 5 febrero 2019,? /100,GAME,05 abril 2019
661,Civilization VI: Persia and Macedon Civilization & Scenario Pack,Steam,9,7.03,22,28 marzo 2017,? /100,DLC,05 abril 2019
662,Dead Space,Origin,15,3.08,79,23 octubre 2008,89 /100,GAME,05 abril 2019
663,Life is Strange: Before the Storm Deluxe Edition,Steam,27,6.48,76,31 agosto 2017,86 /100,GAME,05 abril 2019
664,They Are Billions,Steam,23,17.95,22,12 diciembre 2017,85 /100,GAME,05 abril 2019
665,Star Wars: Battlefront 2 Xbox ONE,Xbox,60,12.99,78,17 noviembre 2017,70 /100,GAME,05 abril 2019
666,Diablo II Gold Edition,Battle.net,,16.41,/,30 junio 2000,97 /100,GAME,05 abril 2019
667,Europa Universalis IV: Common Sense Expansion,Steam,15,4.13,72, 9 junio 2015,100 /100,DLC,05 abril 2019
668,Football Manager 2018 (Europe),Steam,55,8.19,85,10 noviembre 2017,89 /100,GAME,05 abril 2019
669,Resident Evil 5,Steam,20,4.99,75,15 septiembre 2009,73 /100,GAME,05 abril 2019
670,The Secret of Monkey Island: Special Edition,Steam,8,1.57,81,15 julio 2009,84 /100,GAME,05 abril 2019
671,Europa Universalis IV: Mare Nostrum,Steam,15,4.99,67, 5 abril 2016,90 /100,DLC,05 abril 2019
672,Rocket League: Chaos Run,Steam,4,2.35,41, 1 diciembre 2015,94 /100,DLC,05 abril 2019
673,Styx: Shards of Darkness,Steam,40,5.22,87,14 marzo 2017,91 /100,GAME,05 abril 2019
674,Dying Light: Season Pass,Steam,30,5.59,81,27 enero 2015,93 /100,DLC,05 abril 2019
675,Cultist Simulator,Steam,20,2.29,89,31 mayo 2018,? /100,GAME,05 abril 2019
676,Dead Cells Switch (Europe),Nintendo,25,21.99,12, 6 agosto 2018,91 /100,GAME,05 abril 2019
677,Homefront,Steam,20,1.10,94,15 marzo 2011,67 /100,GAME,05 abril 2019
678,Yakuza 0 (Europe),Steam,20,10.03,50, 1 agosto 2018,? /100,GAME,05 abril 2019
679,Prey: Mooncrash,Steam,20,7.27,64,10 junio 2018,87 /100,DLC,05 abril 2019
680,Darkest Dungeon: The Shieldbreaker,Steam,4,2.69,33,26 octubre 2017,? /100,DLC,05 abril 2019
681,MXGP Pro,Steam,50,13.99,72,29 junio 2018,60 /100,GAME,05 abril 2019
682,Dishonored: Death of the Outsider,Steam,30,6.43,79,15 septiembre 2017,88 /100,GAME,05 abril 2019
683,Darkest Dungeon: The Crimson Court,Steam,10,5.78,42,19 junio 2017,88 /100,DLC,05 abril 2019
684,Los Sims 3: Vida en la Ciudad Accesorios (Europe),Official Website,15,5.34,64,28 julio 2011,85 /100,DLC,05 abril 2019
685,Car Mechanic Simulator 2015,Steam,20,1.59,92,23 abril 2015,85 /100,GAME,05 abril 2019
686,Total War: Attila,Steam,40,7.99,80,17 febrero 2015,83 /100,GAME,05 abril 2019
687,L.A. Noire: Complete Edition,Steam,30,6.49,78,11 noviembre 2011,82 /100,GAME,05 abril 2019
688,Kingdom Hearts III Xbox ONE,Xbox,70,49.99,29,29 enero 2019,? /100,GAME,05 abril 2019
689,Xenoblade Chronicles 2 Switch (Europe),Nintendo,60,47.99,20, 1 diciembre 2017,73 /100,GAME,05 abril 2019
690,Sword Art Online: Fatal Bullet Season Pass,Steam,25,19.65,21,23 febrero 2018,100 /100,DLC,05 abril 2019
691,Dragon Age: Origins - Ultimate Edition,Origin,20,5.84,71, 5 noviembre 2009,89 /100,GAME,05 abril 2019
692,Enter the Gungeon,Steam,15,9.97,33, 5 abril 2016,73 /100,GAME,05 abril 2019
693,Dead by Daylight: Curtain Call,Steam,7,5.12,27,12 junio 2018,? /100,DLC,05 abril 2019
694,Tropico 5,Steam,20,4.77,76,23 mayo 2014,84 /100,GAME,05 abril 2019
695,FIFA 19: 1600 FUT Points Xbox ONE,Xbox,15,12.99,13,28 septiembre 2018,? /100,DLC,05 abril 2019
696,Steel Division: Normandy 44 - Back to Hell,Steam,15,6.43,57,13 febrero 2018,? /100,DLC,05 abril 2019
697,Splinter Cell: Blacklist (Europe),Uplay,53,6.13,88,22 agosto 2013,85 /100,GAME,05 abril 2019
698,FIFA 18,Origin,60,14.98,75,29 septiembre 2017,68 /100,GAME,05 abril 2019
699,Arma 2: Complete Collection,Steam,30,3.22,89,20 febrero 2013,82 /100,GAME,05 abril 2019
700,Battlefield Bad Company 2,Origin,10,3.70,63, 4 marzo 2010,90 /100,GAME,05 abril 2019
701,Endless Space 2,Steam,40,10.14,75,18 mayo 2017,90 /100,GAME,05 abril 2019
702,Euro Truck Simulator 2 Legendary Edition,Steam,77,22.35,71,20 julio 2016,91 /100,GAME,05 abril 2019
703,Naruto Shippuden: Ultimate Ninja Storm 4 Season Pass,Steam,20,8.10,59, 5 febrero 2016,85 /100,DLC,05 abril 2019
704,Worms Armageddon,Steam,15,1.52,90,31 mayo 1999,? /100,GAME,05 abril 2019
705,FIFA 19: 4600 FUT Points PS4 (Spain) (ES),Playstation,40,34.99,13,28 septiembre 2018,? /100,DLC,05 abril 2019
706,Train Simulator 2019,Steam,30,14.58,51,11 octubre 2018,100 /100,GAME,05 abril 2019
707,Battlefleet Gothic: Armada 2,Steam,40,29.69,26,24 enero 2019,90 /100,GAME,05 abril 2019
708,Cities: Skylines Content Creator Pack - European Suburbia,Steam,5,3.13,37,19 octubre 2017,100 /100,DLC,05 abril 2019
709,Assassin's Creed II,Uplay,15,5.24,65, 4 marzo 2010,94 /100,GAME,05 abril 2019
710,Far Cry 3: Blood Dragon,Uplay,15,2.39,84, 1 mayo 2013,82 /100,GAME,05 abril 2019
711,LEGO: Batman Trilogy,Steam,50,3.28,93,11 noviembre 2014,94 /100,GAME,05 abril 2019
712,Lego Marvel’s Avengers,Steam,30,2.99,90,26 enero 2016,84 /100,GAME,05 abril 2019
713,Dead Island GOTY (Europe),Steam,20,5.93,70, 9 septiembre 2011,82 /100,GAME,05 abril 2019
714,Ghost of a Tale,Steam,23,8.31,64,25 julio 2016,100 /100,GAME,05 abril 2019
715,Mirror's Edge Catalyst,Origin,60,5.49,91, 9 junio 2016,80 /100,GAME,05 abril 2019
716,Tropico 4 (Collector's Edition) ,Steam,20,4.86,76, 1 septiembre 2011,71 /100,GAME,05 abril 2019
717,Apex Legends: 1000 Apex Coins Xbox ONE,Xbox,10,8.99,10, 4 febrero 2019,? /100,DLC,05 abril 2019
718,StarCraft 2: Legacy of the Void,Battle.net,40,13.29,67,10 noviembre 2015,89 /100,GAME,05 abril 2019
719,Splatoon 2 Switch (Europe),Nintendo,60,47.99,20,21 julio 2017,98 /100,GAME,05 abril 2019
720,Observer_,Steam,28,3.85,86,15 agosto 2017,92 /100,GAME,05 abril 2019
721,Besiege,Steam,8,5.74,28,28 enero 2015,90 /100,GAME,05 abril 2019
722,Europa Universalis IV: Mandate of Heaven,Steam,20,6.48,68, 6 abril 2017,100 /100,DLC,05 abril 2019
723,Resident Evil: Revelations (Europe),Steam,30,2.52,92,24 mayo 2013,76 /100,GAME,05 abril 2019
724,Sudden Strike 4,Steam,50,4.69,91,11 agosto 2017,68 /100,GAME,05 abril 2019
725,Star Wars: The Force Unleashed II,Steam,17,5.07,70,26 octubre 2010,78 /100,GAME,05 abril 2019
726,Tropico 4: Special Edition,Steam,15,2.32,85, 1 septiembre 2011,71 /100,GAME,05 abril 2019
727,Elex,Steam,50,12.90,74,17 octubre 2017,76 /100,GAME,05 abril 2019
728,Devil May Cry 4: Special Edition,Steam,25,12.88,48,24 junio 2015,88 /100,GAME,05 abril 2019
729,Warhammer: Vermintide 2 - Back to Ubersreik,Steam,8,6.22,22,10 diciembre 2018,? /100,DLC,05 abril 2019
730,Disney Pixar Cars,Steam,17,2.55,85, 6 julio 2006,? /100,GAME,05 abril 2019
731,Jump Force Deluxe Edition,Steam,90,61.49,32,14 febrero 2019,64 /100,GAME,05 abril 2019
732,Mortal Kombat 11 Xbox ONE,Xbox,70,52.99,24,23 abril 2019,? /100,GAME,05 abril 2019
733,Amnesia Collection,Steam,32,1.98,94,10 septiembre 2013,? /100,GAME,05 abril 2019
734,Total War: ROME II (Caesar in Gaul Campaign Pack),Steam,15,5.40,64,17 diciembre 2013,? /100,DLC,05 abril 2019
735,The Elder Scrolls V: Skyrim Switch (Europe),Nintendo,59,47.99,19,17 noviembre 2017,90 /100,GAME,05 abril 2019
736,Assetto Corsa: Dream Pack 2,Steam,7,3.99,43, 8 octubre 2015,? /100,DLC,05 abril 2019
737,Crusader Kings II: Way of Life,Steam,8,3.86,52,16 diciembre 2014,90 /100,DLC,05 abril 2019
